"ID","ORIGINURI","UUIDHISTORY","DEFINITION","SCOPENOTE","REUSELEVEL","SKILLTYPE","PREFERREDLABEL","ALTLABELS","DESCRIPTION","ISLOCALIZED","DEGREECENTRALITY","INTEROCCUPATIONTRANSFERABILITY","UNSEENTOSEENTRANSFERABILITY","CREATEDAT","UPDATEDAT"
"673b3fd56221dab5a11bc352","http://data.europa.eu/esco/skill/45530616-8275-4a9a-9bf1-3e0df737d199","7c83b2af-1e7e-4705-8ce5-1ca6174f1862
f1f6ff74-9a33-4d6b-aba4-0ab4c774f4ab","","","occupation-specific","skill/competence","purchase music","procure music
purchasing music
buy music
purchase music
acquire music","Purchase the rights to music pieces while making sure all legal requirements are met.","false","1","0","0","2024-11-18T13:23:35.302Z","2024-11-18T13:25:27.952Z"
"673b3fd56221dab5a11bc353","http://data.europa.eu/esco/skill/455a7133-cf0f-4c74-a91f-fd35c0d25b79","38740766-14ab-4de2-9a6a-95f68b354cc9
769996a2-c354-403e-ab2e-9a4ed471b2e7","","","sector-specific","skill/competence","install mechatronic equipment","fit mechatronic equipment
mechatronic equipment installing
install mechatronic equipment
fitting mechatronic equipment
installing mechatronic equipment
mechatronic equipment fitting","Install equipment used for the automation of a specific machine or device.","false","18","0","0","2024-11-18T13:23:35.302Z","2024-11-18T13:25:28.441Z"
"673b3fd56221dab5a11bc354","http://data.europa.eu/esco/skill/4562497f-836c-415a-b5ce-4ec3b5766d09","61f34bf9-f6ec-44d3-bdab-9d0e78c99fd3
a0688722-8cef-4906-a5fb-6f88487ee2e7","","","occupation-specific","skill/competence","propose alternative rubber compound ingredients","propose safe compounding alternatives
suggest alternative compound ingredients
define safe compounding solutions
propose alternative rubber compound ingredients","Identify potentially toxic ingredients inside rubber compounds and propose alternative ingredients or compounds with similar functionality.","false","1","0","0","2024-11-18T13:23:35.302Z","2024-11-18T13:25:27.952Z"
"673b3fd56221dab5a11bc355","http://data.europa.eu/esco/skill/45692043-db59-4e26-a965-8f2f6189a52b","b2a116e5-b1d0-468c-ab7e-e77f9024bf5f
0f77d613-b02d-40d8-888d-b20bc60b9eef","","","sector-specific","skill/competence","inform clients of healthy lifestyle benefits","inform clients of the benefits of a healthy lifestyle
promote healthy lifestyle
advise vulnerable clients on healthy lifestyle
inform clients of healthy lifestyle benefits","Provide accurate information about the role of physical activity and stimulate exercisers with controlled health conditions to adopt and maintain a healthy lifestyle behaviour. Inform clients on principles of nutrition and weight management.","false","5","0","0","2024-11-18T13:23:35.302Z","2024-11-18T13:25:32.153Z"
"673b3fd56221dab5a11bc356","http://data.europa.eu/esco/skill/45693c04-fa40-407e-84a9-ec4a31fe6254","e9dd9e45-bb4b-49d1-aad9-4c1fdf4bf480
8858ce82-d50a-4b9f-a241-536fc0f9ae9f","","","occupation-specific","skill/competence","develop rubber crumb slurry","make rubber crumb slurry
developing rubber crumb slurry
making rubber crumb slurry
rubber crumb slurry making
develop rubber crumb slurry
rubber crumb slurry developing","Develop crumb slurry out of coagulated synthetic rubber latex by preparing the rubber crumbs for finishing.","false","1","0","0","2024-11-18T13:23:35.302Z","2024-11-18T13:25:42.144Z"
"673b3fd56221dab5a11bc357","http://data.europa.eu/esco/skill/456e263a-fad8-4171-a6ad-50941dad887a","8da28d7a-679f-4950-96b7-be46e47af55e
1ee3e286-8f8f-4508-9435-ba0c22499e64","","","sector-specific","knowledge","ultra-high temperature processing","ultra-high temperature processing
ultra-high temperatures processing
ultra-high temperature systems
ultra-high temperature process
ultra-high temperature measuring
ultra-high temperature mechanisms
ultra-high temperature procedures","A processing (UHT), which sterilises food by heating it above 135°C (275°F), the temperature required to kill spores in milk for 1 to 2 seconds.","false","3","0","0","2024-11-18T13:23:35.302Z","2024-11-18T13:25:22.493Z"
"673b3fd56221dab5a11bc358","http://data.europa.eu/esco/skill/4579d794-f8ae-4c07-86c4-340829ff4863","b47c3ab5-7718-43dc-897b-8bad26491d6a
a57779e2-9dc1-4552-bf6f-3d6138258804","","","sector-specific","skill/competence","promote the conservatory","promoting the conservatory
endorse the conservatory
advocate the conservatory
support the conservatory
sponsor the conservatory
promote the conservatory
promotes the conservatory
promote the conservatories","Maintain a positive image of the conservatory and use personal network in the best interest of the conservatory, such as establishing valuable artistic and financial connections.","false","4","0","0","2024-11-18T13:23:35.302Z","2024-11-18T13:25:42.144Z"
"673b3fd56221dab5a11bc359","http://data.europa.eu/esco/skill/457bc144-4478-408e-a25b-5746308c0f61","fd0caf6d-8f1c-4e9c-a1f8-3f8aa2e12d60
226db700-e41f-4ef6-8e56-34cb1b79ab33","","","sector-specific","knowledge","safe horseback riding principles","safety principles for horseriding
safety principles for riding horses
principles of safe horseback riding
principles of safe horseback training
safety principles for horseback training
safety principles for training horseback riding
safety principles for horseback riding
safe horseback riding principles","Safe horseback riding and training principles.","false","4","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:27.952Z"
"673b3fd56221dab5a11bc35a","http://data.europa.eu/esco/skill/457c2e47-07e6-4073-827e-e1c21f3e5869","e0139595-d3ab-493c-88bc-dc50a78be848
9e7a793e-4351-42d2-b27e-3510a77d919a","","","occupation-specific","knowledge","evaluation theory and model","theory and models of evaluation
evaluation approaches
evaluation theory and model","Understanding of the evaluation field, program evaluation standards, the various program evaluation theories and their epistemological underpinning, and the most widely used evaluation approaches.","false","1","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:32.578Z"
"673b3fd56221dab5a11bc35b","http://data.europa.eu/esco/skill/45844ea3-bb3c-4f63-b23e-a0a62b78bc49","a06484f6-37f2-499e-a6ba-14ff14406fa8
a680b4c3-bc06-423a-b5bc-e0e916337000","","","sector-specific","skill/competence","provide customers with order information","providing a customer with order information
furnish customers with order information
administer customers with order information
provide customers with order information
arrange customers with order information
contribute customers with order information
provide a customer with order information
providing customers with order information","Provide order information to customers by telephone or e-mail; clearly communicate about price ratings, shipping dates and possible delays.","false","5","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:32.153Z"
"673b3fd56221dab5a11bc35c","http://data.europa.eu/esco/skill/4588210c-b3d5-4d24-bc4d-da8b5394f7a8","0d52bcfd-b06c-4a77-bbda-0644c2846067
db2b6044-4eed-4ae7-bbda-7926dfb4cf26","","","occupation-specific","skill/competence","manage electronic logistics for sound equipment","managing electronic logistics for sound equipment
manage electronic sound equipment logistics
oversee electronic logistics for sound equipment
supervise electronic logistics for sound equipment
handle electronic logistics for sound equipment
manage electronic logistics for sound equipment","Manage electronic logistics of sound equipment used for broadcasting, mixing, and taping.","false","1","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:23.515Z"
"673b3fd56221dab5a11bc35d","http://data.europa.eu/esco/skill/458d8ab9-a385-4e78-9638-1c3f9ce3c586","06e1ac8d-7d30-4dd7-a56c-85bc5344e2bc
29a01bf7-daf8-435e-a370-5675ee0398a4","","","sector-specific","skill/competence","dispose of chemicals","dispose of chemicals correctly
correctly handling the disposal of chemicals
handle the disposal of chemicals correctly
disposing of chemicals correctly
correctly handle the disposal of chemicals
handling the disposal of chemicals correctly
dispose of chemicals","Dispose of chemicals and treatments safely according to site waste management procedures.","false","4","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:23.515Z"
"673b3fd56221dab5a11bc35e","http://data.europa.eu/esco/skill/4591e001-18f4-40df-9387-5ccc31a66691","52a7b48e-e7a6-4924-a290-3480ab5106a7
5a9a9f63-b971-401d-b69a-e3157e011ae7","","","occupation-specific","skill/competence","install vehicle accessories","installing a vehicle accessory
fix vehicle accessories
installing vehicle accessories
install a vehicle accessory
install vehicle accessories
build in vehicle accessories
set up vehicle accessories
establish vehicle accessories","Build in the vehicle accessories, such as door handles, hinges, locks and audio systems. Customise following clients' requests.","false","1","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:37.429Z"
"673b3fd56221dab5a11bc35f","http://data.europa.eu/esco/skill/459dcf33-d897-4aaa-a65d-16286e125c99","4b9e8d5e-f6b1-4193-8734-e6a25a2c4a3e
a7aa10f5-21db-4db4-8d7d-0cbecb0c01ee","","","sector-specific","skill/competence","decorate musical instruments","adorn musical instruments
spruce up musical instruments
decorating musical instruments
decorate musical instruments
renovate musical instruments
paint musical instruments
decorate a musical instrument","Create designs on musical instruments by using methods such as embossing, piercing, painting, woodworking, weaving, and other methods.","false","14","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:42.144Z"
"673b3fd56221dab5a11bc360","http://data.europa.eu/esco/skill/459f76d9-8534-4880-aa23-209179ea5080","52e3c93d-24d1-4141-949b-148e33f7deb7
47199264-4926-43c3-a8c1-827bb06a3c7a","","","sector-specific","skill/competence","monitor packaging operations","oversee packaging operations
packaging operation monitoring
monitor a packaging operation
monitor packaging operations
watch packaging operations
view packaging operations
supervise packaging operations
monitoring packaging operations","Observe and supervise the packaging operations undertaken by the workers for compliance to production requirements. Check products for proper packaging such as labelling and date coding in order to ensure appropriate and safe transportation.","false","12","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:22.493Z"
"673b3fd56221dab5a11bc361","http://data.europa.eu/esco/skill/45a16833-6666-488d-aadf-e02e569275e8","ae583a4f-9d1c-4d3f-bc6c-2be08a9d68e7
e94c6c8c-8c66-4157-adb0-38feccc4d43c","","Also tools for interrogation purposes are included.","cross-sector","skill/competence","use technology for forensics","using technology for forensics
utilize technology for forensics
use forensics technology
make use of technology for forensics
use technology for forensics","Operate specialised tools used for forensic investigations.","false","2","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:37.429Z"
"673b3fd56221dab5a11bc362","http://data.europa.eu/esco/skill/45a41064-50af-42d6-875e-e0e43c04dbf1","a8e72a61-df2a-4b36-b0fa-4313eb21c4ef
bba0ae3b-d63a-4872-bee2-c962fdfca4cb","","","sector-specific","skill/competence","control cutterheads","control cutterheads
controlling cutterheads
control of cutterheads
manoeuvre dredge cutterheads
manoeuvre cutter dredge
manoeuvre cutterheads
cutterhead control
operate cutter dredge
control cutterhead equipment
control dredge cutterheads","Manoeuvre the cutterheads of a cutter dredge. Choose the correct cutterhead equipment and lower the cutterheads to commence dredging. Raise the cutterhead to avoid obstacles or to end the dredging session.","false","2","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:32.577Z"
"673b3fd56221dab5a11bc363","http://data.europa.eu/esco/skill/45a5c216-2ecc-4c87-9140-30b023101898","103cc321-834d-48fa-a7d2-4eeff8db339b
a95164e3-374b-43f5-97ff-cf39a3a36cf1","","","cross-sector","knowledge","literary criticism","the critical study of literature
the study of literature
literary critique
literary criticism","Academic field that evaluates and classifies literary works. These discussions can cover new publications or offer reassessment of older pieces of literature.","false","2","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:27.951Z"
"673b3fd56221dab5a11bc364","http://data.europa.eu/esco/skill/45a71a36-7cad-4ea5-aaf6-dc2baa4bb385","f668a7bf-6a6a-41a5-8814-5db01247c1aa
12ae5e32-4618-43be-8fe8-98017de2e223","","","occupation-specific","skill/competence","winterise fats","winterise fat
winterise fats
remove fats
take away fats
cut out fats
cut off fats","Perform winterising on fats which consists in removing fatty stearin.","false","1","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:22.493Z"
"673b3fd56221dab5a11bc365","http://data.europa.eu/esco/skill/45a87caf-d38d-4ad2-a8fa-4289e8f4b5d6","fa1d2612-5600-4411-980a-1183d7753388
bb62f181-e483-4048-af03-63315a48bf62","","","sector-specific","skill/competence","manage fluid production in gas","gas production fluid management
resolve production fluid issues
management of production fluid in gas
dealing with production fluid
deal with production fluid
managing production fluid in gas
resolving production fluid issues
manage fluid production in gas
managing of production fluid in gas","Manage issues and anticipate potential problems arising from fluids involved in the production of oil and gas.","false","2","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:42.144Z"
"673b3fd56221dab5a11bc366","http://data.europa.eu/esco/skill/45ab3524-935d-4bc0-a7f3-1cf3be7e5987","b076b03a-354b-4afc-8601-004ba62edd48
537aed34-6613-4f39-8fba-7102e6416e07","","","transversal","skill/competence","write Georgian","correspond in written Georgian
writing Georgian
show competency in written Georgian
write Georgian","Compose written texts in Georgian.","false","0","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:23:35.303Z"
"673b3fd56221dab5a11bc367","http://data.europa.eu/esco/skill/45af158b-b189-43a2-9b3e-4e69c9b8d799","10aafa94-8ebf-4630-aa2e-74fb5f81ba37
0a30507d-5f1c-4964-83a0-2f4903e5fb73","","","sector-specific","skill/competence","demand excellence from performers","demand excellence from performers
expect excellence from performers
demanding excellence from performers
insist on excellence from performers
demand excellence from performer
demand performers excel
request excellence from performers","Make sure that you follow closely one or several performers when necessary. Suggest additional work sessions.","false","2","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:42.543Z"
"673b3fd56221dab5a11bc368","http://data.europa.eu/esco/skill/45b2a257-1c28-4c84-bc71-a4871e398c54","15827851-1592-4cf2-8e89-78ca6bf9f0ab
4c254c8d-8a1c-49f8-ab62-a2a64e3ffacf","","","sector-specific","skill/competence","research locations for wind farms","evaluate wind farm sites
evaluating wind farm sites
locations researching for wind farms
wind farm site evaluating
site evaluating for wind farms
research locations for wind farms
location researching for wind farms
researching locations for wind farms","Perform research on-site and using a wind atlas in order to evaluate different locations which could be suitable for the construction of groups of wind turbines, as well as perform follow-up research on the location in order to aid in the development of construction plans.","false","3","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:28.441Z"
"673b3fd56221dab5a11bc369","http://data.europa.eu/esco/skill/45b79278-465a-4eed-8809-369318bab119","10546f76-a407-46d9-b163-b5cb29cd6b48
7e7716fb-f54f-42f6-824d-7ad0988c742e","","","sector-specific","skill/competence","develop site remediation strategies","development of site remediation strategies
making plans for site restoration
site restoration plan making
develop site remediation strategies
developing site remediation strategies
making of plans for site restoration
developing of site remediation strategies
site remediation strategies development
site remediation strategy development
make plans for site restoration","Conduct field studies and and provide advice on areas with polluted soil or groundwater at industrial sites and mining sites. Devise methods to store excavated soil. Develop strategies to rehabilitate exhausted mining sites back into a natural state.","false","2","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:32.577Z"
"673b3fd56221dab5a11bc36a","http://data.europa.eu/esco/skill/45bd49b2-2e24-4279-89a8-b5ae84e8acf2","202d93dc-d53e-4311-9493-a1eb00496a10
564d9af3-4c0f-4c50-ac27-971e5cdd7ab3","","","sector-specific","skill/competence","fit contact lenses","refractive rehabilitation
fit contact lenses","Measure the curvature of the cornea or front surface of the eye to assure that the fitting curve of the lens properly fits the curvature of the anterior surface of the eye.","false","1","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:32.577Z"
"673b3fd56221dab5a11bc36b","http://data.europa.eu/esco/skill/45bd80e7-ead6-4adf-9053-0356ad0f2415","38f2e3b1-77c0-4109-9630-9efb3ed4ab21
0059bf2b-68d6-4e8a-acd4-5429c206f04b","","","sector-specific","skill/competence","help coordinate promotional activities","assist in coordinating promotional activities
help coordinate promotional activities
helping coordinate promotional activities
help promotional activities coordination
aid in coordinating promotional activities
help coordinate promotional activity","Help establish a schedule for promotional activities. Define the content of promotional activities. Select resource person or people to delegate and share relevant information with them. Prepare the necessary material.","false","3","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:32.577Z"
"673b3fd56221dab5a11bc36c","http://data.europa.eu/esco/skill/45bef06d-dba9-4192-9805-2f7d27523638","216f9940-8674-4de9-8d5f-11777e0b558a
cb43f444-65fc-4336-a92e-5d6f4da7ddd2","","","sector-specific","skill/competence","operate laser cutting equipment","use laser to cut
cut using laser
operate laser cutting equipment
operation of laser cutting equipment
cutting using laser
operating laser cutting equipment
use laser to cut metal
cutting metal with laser
cutting with laser
cutting metal using laser
laser cutting equipment operation
laser cutting
cut metal using laser
cut with laser
cut metal with laser","Focus a narrow beam of strong laser light onto a metal surface to evaporate the material and make a cut. Take the necessary safety precautions, including reflective safety wear and goggles.","false","4","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:28.785Z"
"673b3fd56221dab5a11bc36d","http://data.europa.eu/esco/skill/45c19aa0-2c28-42ab-936b-a367face2268","bcb2d3e2-deb5-4bdd-921e-2b2467dee215
ab68a3da-b750-4bf0-a9f8-a235ff527d10","","","cross-sector","skill/competence","monitor moving workpiece in a machine","supervise moving workpiece in a machine
oversee moving workpiece in a machine
audit moving workpiece in a machine
monitor moving workpiece in a machine
oversee operating machine and appliances
audit operating machine and appliances
supervise operating machine and appliances
manage operating machine and appliances
manage moving workpiece in a machine","Monitor the processing of a workpiece in motion, such as a piece of metal or wood moved linearly over a static manufacturing machine.","false","23","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:23.515Z"
"673b3fd56221dab5a11bc36e","http://data.europa.eu/esco/skill/45d9d702-504a-4b12-883a-e7155aadab99","de3b1a3c-2803-449a-93b8-2c110fbdce12
cb7e4d40-cfb0-4bfc-bc99-9c2756942338","","","sector-specific","skill/competence","apply methods for footwear and leather goods manufacturing","organize technical operations for footwear and leather goods manufacturing
apply methods for footwear manufacturing
organise technical operations for footwear and leather goods manufacturing
apply methods for leather goods manufacturing
apply methods for footwear and leatherwear manufacturing
apply methods for footwear and leather goods production
apply methods for footwear and leather goods manufacturing
organize technical operations for footwear and leather goods production
organise technical operations for footwear and leather goods production","Produce technical specifications such as drawings, cards, and sheets for the stages of the production of footwear and leather goods. Analyse the technical sheets, defining the working methods. List the operation sequences and distribute the work for the manufacturing of each model.","false","8","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:42.543Z"
"673b3fd56221dab5a11bc36f","http://data.europa.eu/esco/skill/45da162b-c721-4282-983a-9c29293a96fc","6f890c23-d70d-46c7-94f7-24342ef41261
ba8a1a06-0a3b-41fb-ada4-7d19575402a4","","","cross-sector","skill/competence","install lift shaft support equipment","attaching lift shaft support equipment
attachment of lift shaft support equipment
installing lift shaft support equipment
lift shaft support equipment attaching
lift shaft support equipment installing
lift shaft support equipment installation
attach lift shaft support equipment
lift shaft support equipment attachment
install lift shaft support equipment
installation of lift shaft support equipment","Securely install the necessary equipment to guide the movement of a lift in the shaft, and to facilitate maintenance. Attach rails to the sides of the shaft to guide the movement of the car. Install service ladders for maintenance and emergency purposes.","false","2","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:42.849Z"
"673b3fd56221dab5a11bc370","http://data.europa.eu/esco/skill/45e73e73-d73f-424c-9385-fae828aa6ed8","dcad5bd6-afcb-4d60-ae07-0ab44da02d7e
197cea5f-3100-47e7-a118-f373c2f74ea4","","","occupation-specific","skill/competence","supervise special visitors","guide special visitors
escort special visitors
supervise special visitors
accompany special visitors
supervising special visitors","Serve as docents for special visitors and groups.","false","1","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:37.429Z"
"673b3fd56221dab5a11bc371","http://data.europa.eu/esco/skill/45ec1183-7e2f-4ad7-9f98-0829448621d5","0b5c6f2c-614c-480b-8380-d39d12b45e53
8464513b-f4c8-4553-a80f-da7d48595915","","","occupation-specific","knowledge","honey constituents","honey constituent
honey constituents
ingredients of honey
honey ingredients
honey composition
honey make up
constituents of honey
constituent of honey","Components of honey such as fructose, water, glucose and other type of sugars and their interactions in the production/extraction of honey products.","false","1","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:42.144Z"
"673b3fd56221dab5a11bc372","http://data.europa.eu/esco/skill/45f0bf36-2410-4041-8b43-9d3b079afe33","750db864-e4f3-462c-9d70-481968133ae2
373207b8-33ba-4dd3-909c-25baf613bcdb","","","sector-specific","skill/competence","research areas for outdoor activity","research an outoor activity
research outdoor areas and activities
research outdoor activities
research activities outdoor
look for outdoor area activity
research areas for outdoor activity","Study the area where outdoor activities are going to take place, taking into account the culture and history of the working place and the equipment required to develop the activities.","false","5","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:28.441Z"
"673b3fd56221dab5a11bc373","http://data.europa.eu/esco/skill/45f3857b-072f-4c4d-821f-c577e7483b3d","8638b401-2bd5-49a2-b24e-284ab04534cf
d5e531ef-17f5-4062-ba33-7cc76e09d4a1","","","cross-sector","skill/competence","assess cleanliness of areas","assess clean areas
inspect areas for cleanliness
assess areas for cleanliness
assess cleanliness of areas
ensure areas are spic-and-span","Evaluate cleanliness of areas in order to make sure that they are clean and presentable for customers.","false","10","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:28.441Z"
"673b3fd56221dab5a11bc374","http://data.europa.eu/esco/skill/45fc35a4-7530-4b94-9b56-1d485015fc7a","b07bceb8-592c-413c-a494-de86927170b3
96b8772a-d5c8-43ae-8fe3-86be27997aff","","","occupation-specific","skill/competence","discuss plays","confer about plays
discuss plays
deliberate about plays
discussing plays
discuss play
talk about plays","Study and discuss stage performances with other stage professionals.","false","1","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:23.515Z"
"673b3fd56221dab5a11bc375","http://data.europa.eu/esco/skill/45fce913-bbf7-4796-a190-4f9f4ac439a4","85a395da-ce6b-4d9d-9a02-6ad47ac71c44
6c0d8453-82b6-422d-bc0e-9557495d8e76","","","occupation-specific","skill/competence","interpret sport games rules","interpret rules in sport games
interpret rules of sport games
interpret rules and laws in the spirit of the sport during the competition
understand sport rules
interpret sport games rules","Interpret the rules and laws as an official, safeguarding the spirit of the sport activity and competition.","false","1","0","0","2024-11-18T13:23:35.303Z","2024-11-18T13:25:36.995Z"
"673b3fd56221dab5a11bc376","http://data.europa.eu/esco/skill/46003629-a579-4d0a-b3ea-80ef890699d6","e75c41f2-3d1f-45c8-96f5-a1ae3b1a5f00
6cf3fd35-93d1-4330-91e8-52e82b9aabe4","","","sector-specific","skill/competence","diagnose nursing care","diagnose nursing-care
diagnose care in nursing
identify nursing care needs
diagnose nursing care requirements
diagnose nursing care
point out nursing care requirements","A judgment based on a comprehensive nursing assessment.","false","3","0","0","2024-11-18T13:23:35.304Z","2024-11-18T13:25:37.429Z"
"673b3fd56221dab5a11bc377","http://data.europa.eu/esco/skill/4600a787-39b0-4bf1-aa69-e586262342f0","f651fb5f-77eb-489c-ae4c-c0e6bf923006
9c9705d1-2d87-4968-8e78-beef08ecf833","","","sector-specific","knowledge","state aid regulations","state aid provisions
state aid
state aid regulations","The regulations, procedures and horizontal rules governing the provision of an advantage in any form conferred on a selective basis to undertakings by national public authorities.","false","6","0","0","2024-11-18T13:23:35.304Z","2024-11-18T13:25:22.493Z"
"673b3fd56221dab5a11bc378","http://data.europa.eu/esco/skill/4600e453-d1cf-4567-96ff-5e9b4b26c030","ced311c9-8e3c-4ffb-a0be-c66da7c14cc5
a978fec0-1f44-41da-a2bb-145c70c10a4e","","","sector-specific","knowledge","mining sector policies","mining sector strategies
mining sector guidelines
extractive sector strategies
extractive sector guidelines
mining sector policies
extractive sector protocols
mining sector protocols","The public administration and regulatory aspects of the mining sector, and requirements necessary to create policies.","false","2","0","0","2024-11-18T13:23:35.304Z","2024-11-18T13:25:23.515Z"
"673b3fd56221dab5a11bc379","http://data.europa.eu/esco/skill/460135e3-9cf4-4ebd-95f7-01e9f3fb713e","e6e12216-82ee-4822-8a44-78da556a4d19
ec6985f5-e96c-41da-8b11-624f42709a8c","","","occupation-specific","skill/competence","manage recirculation systems","manage recirculation systems
recirculation system managing
recirculation system tending
recirculation systems managing
tending recirculation systems
recirculation systems tending
managing recirculation systems
tend recirculation systems","Manage pumping, aerating, heating and lighting equipment as needed in recirculation systems.","false","1","0","0","2024-11-18T13:23:35.304Z","2024-11-18T13:25:37.429Z"
"673b3fd56221dab5a11bc37a","http://data.europa.eu/esco/skill/460e8818-6b57-4187-b60e-1605a7bb5a85","0f626a37-dfa8-4959-9c5a-094bb09d61a0
17265f04-2c6b-4430-84ba-1761d1f668c1","","","sector-specific","skill/competence","design training programmes for animals","design training schedule for animal
design training programme for animals
design training program for animals
elaborate training program for animal
elaborate training programmes for animals
develop training program for animal
design training schedules for animals
design training programs for animals
develop training programmes for animals
design training programmes for animals","Assess the training needs of the animal and select appropriate methods and activities to meet training objectives.","false","8","0","0","2024-11-18T13:23:35.304Z","2024-11-18T13:25:32.153Z"
"673b3fd56221dab5a11bc37b","http://data.europa.eu/esco/skill/4617a4fb-87d7-4316-ae1e-7c9f7301c15b","9f22913c-f745-493e-8e86-0d96734325e9
101248dc-c2d9-40c6-b9e3-aee55cefba17","","","cross-sector","skill/competence","obtain sponsorship","apply for funds
request sponsorships
obtain sponsorship
obtain sponsors
obtain a sponsorship","Acquire sponsor deals by preparing relevant applications and reports.","false","2","0","0","2024-11-18T13:23:35.304Z","2024-11-18T13:25:32.153Z"
"673b3fd56221dab5a11bc37c","http://data.europa.eu/esco/skill/461ff70c-d675-4cae-aa10-24efbbc3a1ce","0fb2aa42-3b44-4c38-949f-486091fadf4c
3d6dd03f-2cf6-4f13-abd7-1d152850d9d8","","Ensuring effectice production process includes organising, allocating and coordinating members of the team including work plans, production programmes, including soil maintenance, propagation and plant growing, sowing, harvesting and plant protection.","sector-specific","skill/competence","supervise crop production","analysing crop production
analysing of crop production
supervise crop production
analyse crop production
crop production supervising
crop production analysing
supervising crop production
supervising of crop production","Supervise and analyse overall crop production in order to ensure effective production process, taking into account the environmental regulations.","false","6","0","0","2024-11-18T13:23:35.304Z","2024-11-18T13:25:37.429Z"
"673b3fd56221dab5a11bc37d","http://data.europa.eu/esco/skill/46257638-c7e5-4257-8a96-1df07ec0d51b","7edefd37-eeed-4094-af51-1179b48b6774
87bb7d7e-03a4-4538-a12b-7d5029e3398b","","","sector-specific","skill/competence","heat jewellery metals","apply heat to jewellery metals
make jewellery metals hot
heat jewelry metals
heating jewellery metals
heat jewellery metal
heat jewellery metals","Heat, melt and shape metals for jewellery making.","false","10","0","0","2024-11-18T13:23:35.304Z","2024-11-18T13:25:37.429Z"
"673b3fd56221dab5a11bc37e","http://data.europa.eu/esco/skill/462cff4e-7c7d-4552-b395-4d3dc71edf00","8e37f6b8-6c34-4457-9575-f0456679d994
2955d2f5-8764-401f-af39-c19a5571a48b","","","sector-specific","skill/competence","revise certifications for dangerous good transportation","revise certifications for the transportation of dangerous goods
observe certification procedures for ADR
revise ADR certification
review certification for ADR
check certifications for dangerous goods transportation
observe certification procedures for the transportation of dangerous goods
review certifications for the transportation of dangerous goods
revise certifications for dangerous good transportation
ensure compliance with certifications procedures for ADR
inspect certifications for dangerous good transportation
review certifications for dangerous good transportation","Check if the goods to be transported and their certifications meet regulations , ensure that certifications correspond to the goods. Drivers must ensure that they secure the load to their vehicle, which for dangerous goods requires a signed packing certificate (this certificate may form part of the Dangerous Goods Note).","false","2","0","0","2024-11-18T13:23:35.304Z","2024-11-18T13:25:28.785Z"
"673b3fd56221dab5a11bc37f","http://data.europa.eu/esco/skill/463023d0-cc10-45eb-97ba-0be350825cee","c361fa36-19c3-4469-a783-6a04bcd5b6be
6388455c-8bf6-44e1-a76f-949a9e69b114","","","occupation-specific","knowledge","socio-economic trends in your sector","socio-economic trends in your sectors
socio economic trends in your sector
socio-economic trends in your sector","Situation and evolution of a sector from a socio-economic perspective. Economic parameters such as the value contribution to the GDP of this sector, public and private investment, open calls and funding opportunities, audience trends, and household consumption related to your sector. Monitor of social perception and political focus: social perception of the sector and its stakeholders as a whole, academic and professional acknowledgement of this sector's professionals, qualification frameworks, audience evolution and trends, government authorities related to this sector, promotional measures, rulings and public investment.","false","2","0","0","2024-11-18T13:23:35.304Z","2024-11-18T13:25:27.951Z"
